ILCE,MAHALLE,NUFUS_2025,ARTIS_HIZI_BINDE,TAHMINI_NUFUS_2026,TAHMINI_NUFUS_2027
Menemen,85.Yil Cumhuriyet Mah.,1964,28.06,2019,2076
Menemen,9 Eylul Mah.,10552,28.06,10848,11152
Menemen,Ahihidir Mah.,2494,28.06,2564,2636
Menemen,Alanici Mah.,379,28.06,390,401
Menemen,Ataturk Mah.,3906,28.06,4016,4128
Menemen,Ayvacik Mah.,402,28.06,413,425
Menemen,Bagcilar Mah.,167,28.06,172,177
Menemen,Belen Mah.,294,28.06,302,311
Menemen,Bozalan Mah.,273,28.06,281,289
Menemen,Buruncuk Mah.,442,28.06,454,467
Menemen,Camiikebir Mah.,1412,28.06,1452,1492
Menemen,Cumhuriyet Mah.,3773,28.06,3879,3988
Menemen,Degirmendere Mah.,1220,28.06,1254,1289
Menemen,Doga Mah.,576,28.06,592,609
Menemen,Emiralem Merkez Mah.,1484,28.06,1526,1568
Menemen,Esatpasa Mah.,9611,28.06,9881,10158
Menemen,Fatih Mah.,1462,28.06,1503,1545
Menemen,Gaybi Mah.,568,28.06,584,600
Menemen,Gazi Mah.,6038,28.06,6207,6382
Menemen,Gazi Mustafa Kemal Mah.,4504,28.06,4630,4760
Menemen,Goktepe Mah.,845,28.06,869,893
Menemen,Golcuk Mah.,7861,28.06,8082,8308
Menemen,Gorece Mah.,362,28.06,372,383
Menemen,Gunerli Mah.,243,28.06,250,257
Menemen,Hasanlar Mah.,299,28.06,307,316
Menemen,Hatundere Mah.,3329,28.06,3422,3518
Menemen,Haykiran Mah.,1034,28.06,1063,1093
Menemen,Irmak Mah.,8390,28.06,8625,8867
Menemen,Karaorman Mah.,109,28.06,112,115
Menemen,Kasimpasa Mah.,15287,28.06,15716,16157
Menemen,Kazimpasa Mah.,3021,28.06,3106,3193
Menemen,Kemal Ataturk Mah.,6457,28.06,6638,6824
Menemen,Kesik Mah.,731,28.06,752,773
Menemen,Kir Mah.,261,28.06,268,276
Menemen,Mermerli Mah.,7981,28.06,8205,8435
Menemen,Musabey Mah.,295,28.06,303,312
Menemen,Mustafa Kemal Ataturk Mah.,490,28.06,504,518
Menemen,Seydinnasrullah Mah.,592,28.06,609,626
Menemen,Suleymanli Mah.,527,28.06,542,557
Menemen,Suzbeyli Mah.,43,28.06,44,45
Menemen,Telekler Mah.,143,28.06,147,151
Menemen,Turgutlar Mah.,53,28.06,54,56
Menemen,Tuzcullu Mah.,278,28.06,286,294
Menemen,Tulbentli Mah.,2220,28.06,2282,2346
Menemen,Ulus Mah.,4062,28.06,4176,4293
Menemen,Ugur Mumcu Mah.,16975,28.06,17451,17941
Menemen,Villakent Mah.,2915,28.06,2997,3081
Menemen,Yahselli Mah.,4668,28.06,4799,4934
Menemen,Yanikkoy Mah.,704,28.06,724,744
Menemen,Yayla Mah.,987,28.06,1015,1043
Menemen,Yesil Pinar Mah.,4240,28.06,4359,4481
Menemen,Yildirim Mah.,1342,28.06,1380,1418
Menemen,Zafer Mah.,1223,28.06,1257,1293
Menemen,Zeytinlik Mah.,3063,28.06,3149,3237
Menemen,Calti Mah.,244,28.06,251,258
Menemen,Cavus Mah.,398,28.06,409,421
Menemen,Cukurkoy Mah.,689,28.06,708,728
Menemen,Incirli Pinar Mah.,6091,28.06,6262,6438
Menemen,Inonu Mah.,3049,28.06,3135,3223
Menemen,Ismet Inonu Mah.,13116,28.06,13484,13862
Menemen,Istiklal Mah.,15651,28.06,16090,16542
Menemen,Ignedere Mah.,125,28.06,129,132
Narlidere,2. Inonu Mah.,8492,-6.7,8435,8379
Narlidere,Altievler Mah.,2224,-6.7,2209,2194
Narlidere,Ataturk Mah.,5363,-6.7,5327,5291
Narlidere,Huzur Mah.,6803,-6.7,6757,6712
Narlidere,Ilica Mah.,8231,-6.7,8176,8121
Narlidere,Limanreis Mah.,3213,-6.7,3191,3170
Narlidere,Narli Mah.,7321,-6.7,7272,7223
Narlidere,Sahilevleri Mah.,2016,-6.7,2002,1989
Narlidere,Yenikale Mah.,5217,-6.7,5182,5147
Narlidere,Camtepe Mah.,5952,-6.7,5912,5873
Narlidere,Catalkaya Mah.,6488,-6.7,6445,6401
Seferihisar,Akarca Mah.,3019,44.91,3155,3296
Seferihisar,Ataturk Mah.,1696,44.91,1772,1852
Seferihisar,Bengiler Mah.,2670,44.91,2790,2915
Seferihisar,Beyler Mah.,342,44.91,357,373
Seferihisar,Camikebir Mah.,9997,44.91,10446,10915
Seferihisar,Cumhuriyet Mah.,1597,44.91,1669,1744
Seferihisar,Duzce Mah.,1503,44.91,1570,1641
Seferihisar,Godence Mah.,337,44.91,352,368
Seferihisar,Golcuk Mah.,137,44.91,143,150
Seferihisar,Hidirlik Mah.,7076,44.91,7394,7726
Seferihisar,Kavakdere Mah.,308,44.91,322,336
Seferihisar,Mersin Alani Mah.,3282,44.91,3429,3583
Seferihisar,Necat Hepkon Mah.,6024,44.91,6295,6577
Seferihisar,Orhanli Mah.,1426,44.91,1490,1557
Seferihisar,Payamli Mah.,1776,44.91,1856,1939
Seferihisar,Sigacik Mah.,4273,44.91,4465,4665
Seferihisar,Tepecik Mah.,2018,44.91,2109,2203
Seferihisar,Turabiye Mah.,7873,44.91,8227,8596
Seferihisar,Turgut Mah.,392,44.91,410,428
Seferihisar,Ulamis Mah.,3107,44.91,3247,3392
Seferihisar,Camtepe Mah.,126,44.91,132,138
Seferihisar,Colak Ibrahim Bey Mah.,4633,44.91,4841,5058
Seferihisar,Ihsaniye Mah.,100,44.91,104,109
Selcuk,14 Mayis Mah.,7244,-2.85,7223,7203
Selcuk,Acarlar Mah.,388,-2.85,387,386
Selcuk,Ataturk Mah.,7953,-2.85,7930,7908
Selcuk,Barutcu Mah.,142,-2.85,142,141
Selcuk,Belevi Mah.,1888,-2.85,1883,1877
Selcuk,Cumhuriyet Mah.,7107,-2.85,7087,7067
Selcuk,Gokcealan Mah.,984,-2.85,981,978
Selcuk,Havutculu Mah.,249,-2.85,248,248
Selcuk,Sultaniye Mah.,36,-2.85,36,36
Selcuk,Zafer Mah.,7804,-2.85,7782,7760
Selcuk,Zeytinkoy Mah.,757,-2.85,755,753
Selcuk,Camlik Mah.,980,-2.85,977,974
Selcuk,Isa Bey Mah.,2585,-2.85,2578,2570
Selcuk,Sirince Mah.,461,-2.85,460,458
Tire,4 Eylul Mah.,4062,-3.27,4049,4035
Tire,Adnan Menderes Mah.,5014,-3.27,4998,4981
Tire,Akkoyunlu Mah.,456,-3.27,455,453
Tire,Akmescit Mah.,457,-3.27,456,454
Tire,Akyurt Mah.,366,-3.27,365,364
Tire,Akcasehir Mah.,213,-3.27,212,212
Tire,Alacali Mah.,228,-3.27,227,227
Tire,Alayli Mah.,224,-3.27,223,223
Tire,Armutlu Mah.,46,-3.27,46,46
Tire,Ataturk Mah.,6153,-3.27,6133,6113
Tire,Ayaklikiri Mah.,302,-3.27,301,300
Tire,Bahariye Mah.,1068,-3.27,1065,1061
Tire,Baskoy Mah.,454,-3.27,453,451
Tire,Boynuyogun Mah.,326,-3.27,325,324
Tire,Buyukkale Mah.,463,-3.27,461,460
Tire,Buyukkemerdere Mah.,359,-3.27,358,357
Tire,Buyukkomurcu Mah.,318,-3.27,317,316
Tire,Cambazli Mah.,252,-3.27,251,250
Tire,Cumhuriyet Mah.,3545,-3.27,3533,3522
Tire,Dallik Mah.,316,-3.27,315,314
Tire,Dagdere Mah.,325,-3.27,324,323
Tire,Dere Mah.,1358,-3.27,1354,1349
Tire,Derebasi Mah.,840,-3.27,837,835
Tire,Dereli Mah.,260,-3.27,259,258
Tire,Dibekci Mah.,76,-3.27,76,76
Tire,Doyranli Mah.,286,-3.27,285,284
Tire,Duatepe Mah.,374,-3.27,373,372
Tire,Dumlupinar Mah.,557,-3.27,555,553
Tire,Dundarli Mah.,307,-3.27,306,305
Tire,Ertugrul Mah.,650,-3.27,648,646
Tire,Eskioba Mah.,481,-3.27,479,478
Tire,Egridere Mah.,612,-3.27,610,608
Tire,Fatih Mah.,11988,-3.27,11949,11910
Tire,Gokcen Mah.,926,-3.27,923,920
Tire,Halkapinar Mah.,159,-3.27,158,158
Tire,Hasancavuslar Mah.,150,-3.27,150,149
Tire,Hisarlik Mah.,188,-3.27,187,187
Tire,Hurriyet Mah.,8683,-3.27,8655,8626
Tire,Isiklar Mah.,460,-3.27,458,457
Tire,Isikli Mah.,742,-3.27,740,737
Tire,Kahrat Mah.,1152,-3.27,1148,1144
Tire,Kaplan Mah.,108,-3.27,108,107
Tire,Karaca Ali Mah.,233,-3.27,232,231
Tire,Karateke Mah.,558,-3.27,556,554
Tire,Ketenci Mah.,1322,-3.27,1318,1313
Tire,Kireli Mah.,669,-3.27,667,665
Tire,Kocaaliler Mah.,81,-3.27,81,80
Tire,Kurtulus Mah.,4891,-3.27,4875,4859
Tire,Kursak Mah.,154,-3.27,153,153
Tire,Kurdullu Mah.,282,-3.27,281,280
Tire,Kucukburun Mah.,143,-3.27,143,142
Tire,Kucukkale Mah.,212,-3.27,211,211
Tire,Kucukkemerdere Mah.,593,-3.27,591,589
Tire,Kucukkomurcu Mah.,120,-3.27,120,119
Tire,Kirtepe Mah.,439,-3.27,438,436
Tire,Kizilcahavlu Mah.,473,-3.27,471,470
Tire,Mahmutlar Mah.,324,-3.27,323,322
Tire,Mehmetler Mah.,188,-3.27,187,187
Tire,Musalar Mah.,215,-3.27,214,214
Tire,Ortakoy Mah.,129,-3.27,129,128
Tire,Osmancik Mah.,257,-3.27,256,255
Tire,Pasa Mah.,875,-3.27,872,869
Tire,Pesrefli Mah.,562,-3.27,560,558
Tire,Saruhanli Mah.,208,-3.27,207,207
Tire,Sarilar Mah.,506,-3.27,504,503
Tire,Somak Mah.,187,-3.27,186,186
Tire,Toki Mah.,2719,-3.27,2710,2701
Tire,Topalak Mah.,161,-3.27,160,160
Tire,Toparlar Mah.,105,-3.27,105,104
Tire,Turan Mah.,1578,-3.27,1573,1568
Tire,Turgutlu Mah.,141,-3.27,141,140
Tire,Yamandere Mah.,225,-3.27,224,224
Tire,Yemisler Mah.,92,-3.27,92,91
Tire,Yeni Mah.,1299,-3.27,1295,1291
Tire,Yenioba Mah.,233,-3.27,232,231
Tire,Yeniciftlik Mah.,523,-3.27,521,520
Tire,Yenisehir Mah.,106,-3.27,106,105
Tire,Yegenli Mah.,441,-3.27,440,438
Tire,Cayirli Mah.,264,-3.27,263,262
Tire,Cerikozu Mah.,342,-3.27,341,340
Tire,Ciniyeri Mah.,557,-3.27,555,553
Tire,Cobankoy Mah.,260,-3.27,259,258
Tire,Cukurkoy Mah.,129,-3.27,129,128
Tire,Uzumler Mah.,169,-3.27,168,168
Tire,Ibni Melek Mah.,4525,-3.27,4510,4495
Tire,Ihsaniye Mah.,1856,-3.27,1850,1844
Tire,Ipekciler Mah.,1629,-3.27,1624,1618
Tire,Istiklal Mah.,1249,-3.27,1245,1241
Torbali,19 Mayis Mah.,832,24.34,852,873
Torbali,Ahmetli Mah.,1006,24.34,1030,1056
Torbali,Alpkent Mah.,9891,24.34,10132,10378
Torbali,Arslanlar Mah.,838,24.34,858,879
Torbali,Atalan Mah.,462,24.34,473,485
Torbali,Ataturk Mah.,15007,24.34,15372,15746
Torbali,Ayrancilar Mah.,17428,24.34,17852,18287
Torbali,Bahcelievler Mah.,5274,24.34,5402,5534
Torbali,Bozkoy Mah.,455,24.34,466,477
Torbali,Bulbuldere Mah.,170,24.34,174,178
Torbali,Cumhuriyet Mah.,10377,24.34,10630,10888
Torbali,Dagkizilca Mah.,961,24.34,984,1008
Torbali,Dagteke Mah.,149,24.34,153,156
Torbali,Demirci Mah.,517,24.34,530,542
Torbali,Dirmil Mah.,741,24.34,759,778
Torbali,Duverlik Mah.,167,24.34,171,175
Torbali,Ertugrul Mah.,19213,24.34,19681,20160
Torbali,Egerci Mah.,1028,24.34,1053,1079
Torbali,Fevzi Cakmak Mah.,15461,24.34,15837,16223
Torbali,Gazi Mustafa Kemal Mah.,1090,24.34,1117,1144
Torbali,Golluce Mah.,650,24.34,666,682
Torbali,Helvaci Mah.,218,24.34,223,229
Torbali,Kaplancik Mah.,253,24.34,259,265
Torbali,Karakuyu Mah.,533,24.34,546,559
Torbali,Karakizlar Mah.,481,24.34,493,505
Torbali,Karaot Mah.,275,24.34,282,289
Torbali,Karsiyaka Mah.,2720,24.34,2786,2854
Torbali,Kazim Karabekir Mah.,3368,24.34,3450,3534
Torbali,Kuscuburun Mah.,1900,24.34,1946,1994
Torbali,Kirbas Mah.,234,24.34,240,246
Torbali,Muratbey Mah.,24226,24.34,24816,25420
Torbali,Mustafa Kemal Ataturk Mah.,1028,24.34,1053,1079
Torbali,Naime Mah.,292,24.34,299,306
Torbali,Ormankoy Mah.,290,24.34,297,304
Torbali,Ortakoy Mah.,101,24.34,103,106
Torbali,Pamukyazi Mah.,2136,24.34,2188,2241
Torbali,Pancar Mah.,1907,24.34,1953,2001
Torbali,Saipler Mah.,264,24.34,270,277
Torbali,Saglik Mah.,141,24.34,144,148
Torbali,Subasi Mah.,2669,24.34,2734,2801
Torbali,Taskesik Mah.,526,24.34,539,552
Torbali,Tepekoy Mah.,7340,24.34,7519,7702
Torbali,Torbali Mah.,23490,24.34,24062,24647
Torbali,Tulum Mah.,462,24.34,473,485
Torbali,Turkmenkoy Mah.,1948,24.34,1995,2044
Torbali,Yazibasi Mah.,3388,24.34,3470,3555
Torbali,Yedi Eylul Mah.,5004,24.34,5126,5251
Torbali,Yemislik Mah.,2172,24.34,2225,2279
Torbali,Yeni Mah.,1415,24.34,1449,1485
Torbali,Yenikoy Mah.,1531,24.34,1568,1606
Torbali,Yesilkoy Mah.,562,24.34,576,590
Torbali,Yogurtcular Mah.,350,24.34,359,367
Torbali,Cakirbeyli Mah.,528,24.34,541,554
Torbali,Camlica Mah.,284,24.34,291,298
Torbali,Capak Mah.,1856,24.34,1901,1947
Torbali,Caybasi Mah.,1447,24.34,1482,1518
Torbali,Ozbey Mah.,3628,24.34,3716,3807
Torbali,Inonu Mah.,20307,24.34,20801,21308
Torbali,Istiklal Mah.,2382,24.34,2440,2499
Torbali,Sehitler Mah.,760,24.34,778,797
Urla,Altintas Mah.,3455,29.84,3558,3664
Urla,Ataturk Mah.,4652,29.84,4791,4934
Urla,Bademler Mah.,2599,29.84,2677,2756
Urla,Balikliova Mah.,1246,29.84,1283,1321
Urla,Barbaros Mah.,462,29.84,476,490
Urla,Birgi Mah.,207,29.84,213,220
Urla,Camiatik Mah.,787,29.84,810,835
Urla,Demircili Mah.,262,29.84,270,278
Urla,Denizli Mah.,3772,29.84,3885,4000
Urla,Gulbahce Mah.,7039,29.84,7249,7465
Urla,Guvendik Mah.,3900,29.84,4016,4136
Urla,Haci Isa Mah.,1639,29.84,1688,1738
Urla,Kadiovacik Mah.,347,29.84,357,368
Urla,Kalabak Mah.,5663,29.84,5832,6006
Urla,Kuscular Mah.,4060,29.84,4181,4306
Urla,M.Fevzi Cakmak Mah.,3417,29.84,3519,3624
Urla,Naipli Mah.,369,29.84,380,391
Urla,Nohutalan Mah.,171,29.84,176,181
Urla,Ovacik Mah.,201,29.84,207,213
Urla,Rustem Mah.,1366,29.84,1407,1449
Urla,Sira Mah.,3363,29.84,3463,3567
Urla,Torasan Mah.,1882,29.84,1938,1996
Urla,Uzunkuyu Mah.,601,29.84,619,637
Urla,Yaka Mah.,4955,29.84,5103,5255
Urla,Yagcilar Mah.,549,29.84,565,582
Urla,Yelalti Mah.,3290,29.84,3388,3489
Urla,Yeni Mah.,624,29.84,643,662
Urla,Yenice Mah.,1364,29.84,1405,1447
Urla,Yenikent Mah.,3114,29.84,3207,3303
Urla,Zeytinalani Mah.,2360,29.84,2430,2503
Urla,Zeytineli Mah.,412,29.84,424,437
Urla,Zeytinler Mah.,491,29.84,506,521
Urla,Camlicay Mah.,2983,29.84,3072,3164
Urla,Ozbek Mah.,1875,29.84,1931,1989
Urla,Iskele Mah.,3057,29.84,3148,3242
Urla,Icmeler Mah.,3620,29.84,3728,3839
Urla,Sirinkent Mah.,1867,29.84,1923,1980
Cesme,16 Eylul Mah.,3653,20.91,3729,3807
Cesme,Alacati Mah.,10715,20.91,10939,11168
Cesme,Altinkum Mah.,212,20.91,216,221
Cesme,Altinyunus Mah.,453,20.91,462,472
Cesme,Ardic Mah.,613,20.91,626,639
Cesme,Boyalik Mah.,495,20.91,505,516
Cesme,Celal Bayar Mah.,866,20.91,884,903
Cesme,Cumhuriyet Mah.,1264,20.91,1290,1317
Cesme,Dalyan Mah.,2592,20.91,2646,2702
Cesme,Fahrettinpasa Mah.,427,20.91,436,445
Cesme,Germiyan Mah.,1783,20.91,1820,1858
Cesme,Ildir Mah.,751,20.91,767,783
Cesme,Ilica Mah.,1282,20.91,1309,1336
Cesme,Karakoy Mah.,28,20.91,29,29
Cesme,Musalla Mah.,5534,20.91,5650,5768
Cesme,Ovacik Mah.,3115,20.91,3180,3247
Cesme,Reisdere Mah.,5199,20.91,5308,5419
Cesme,Sakarya Mah.,1202,20.91,1227,1253
Cesme,Yali Mah.,1070,20.91,1092,1115
Cesme,Cakabey Mah.,265,20.91,271,276
Cesme,Ciftlik Mah.,2427,20.91,2478,2530
Cesme,Universite Mah.,556,20.91,568,579
Cesme,Ismet Inonu Mah.,5780,20.91,5901,6024
Cesme,Sehit Mehmet Mah.,396,20.91,404,413
Cesme,Sifne Mah.,1224,20.91,1250,1276
Cigli,Ahmet Efendi Mah.,2029,3.39,2036,2043
Cigli,Ahmet Taner Kislali Mah.,6354,3.39,6376,6397
Cigli,Ataturk Mah.,12781,3.39,12824,12868
Cigli,Atasehir Mah.,28864,3.39,28962,29060
Cigli,Aydinlikevler Mah.,3937,3.39,3950,3964
Cigli,Balatcik Mah.,19082,3.39,19147,19212
Cigli,Cumhuriyet Mah.,6834,3.39,6857,6880
Cigli,Egekent Mah.,8107,3.39,8134,8162
Cigli,Esentepe Mah.,6224,3.39,6245,6266
Cigli,Evka-2 Mah.,4139,3.39,4153,4167
Cigli,Evka-5 Mah.,12717,3.39,12760,12803
Cigli,Evka-6 Mah.,2263,3.39,2271,2278
Cigli,Guzeltepe Mah.,6399,3.39,6421,6442
Cigli,Harmandali Gazi Mustafa Kemal Ataturk Mah.,2826,3.39,2836,2845
Cigli,Kaklic Mah.,1618,3.39,1623,1629
Cigli,Koyici Mah.,3898,3.39,3911,3924
Cigli,Kucuk Cigli Mah.,21784,3.39,21858,21932
Cigli,Maltepe Mah.,4108,3.39,4122,4136
Cigli,Sasali Merkez Mah.,4677,3.39,4693,4709
Cigli,Ugur Mumcu Mah.,6183,3.39,6204,6225
Cigli,Yakakent Mah.,10307,3.39,10342,10377
Cigli,Yeni Mahalle Mah.,12633,3.39,12676,12719
Cigli,Cagdas Mah.,6125,3.39,6146,6167
Cigli,Inonu Mah.,7881,3.39,7908,7935
Cigli,Izkent Mah.,6295,3.39,6316,6338
Cigli,Sirintepe Mah.,8355,3.39,8383,8412
Odemis,Akincilar Mah.,1454,-2.97,1450,1445
Odemis,Alasarli Mah.,411,-2.97,410,409
Odemis,Anafartalar Mah.,9255,-2.97,9228,9200
Odemis,Articak Mah.,104,-2.97,104,103
Odemis,Ataturk Mah.,8503,-2.97,8478,8453
Odemis,Bademli Mah.,2334,-2.97,2327,2320
Odemis,Balabanli Mah.,848,-2.97,845,843
Odemis,Bayirli Mah.,235,-2.97,234,234
Odemis,Bebekler Mah.,127,-2.97,127,126
Odemis,Bengisu Mah.,5146,-2.97,5131,5115
Odemis,Beyazitlar Mah.,208,-2.97,207,207
Odemis,Birgi Mah.,1741,-2.97,1736,1731
Odemis,Bozcayaka Mah.,468,-2.97,467,465
Odemis,Bozdag Mah.,481,-2.97,480,478
Odemis,Bucak Mah.,346,-2.97,345,344
Odemis,Bulbuller Mah.,115,-2.97,115,114
Odemis,Buyukavulcuk Mah.,265,-2.97,264,263
Odemis,Bicakci Mah.,1755,-2.97,1750,1745
Odemis,Cevizalan Mah.,198,-2.97,197,197
Odemis,Cumhuriyet Mah.,4763,-2.97,4749,4735
Odemis,Demircili Mah.,723,-2.97,721,719
Odemis,Demirdere Mah.,491,-2.97,490,488
Odemis,Dereuzunyer Mah.,111,-2.97,111,110
Odemis,Dolaylar Mah.,261,-2.97,260,259
Odemis,Emirli Mah.,1000,-2.97,997,994
Odemis,Emmioglu Mah.,1736,-2.97,1731,1726
Odemis,Ertugrul Mah.,520,-2.97,518,517
Odemis,Gereli Mah.,919,-2.97,916,914
Odemis,Gercekli Mah.,528,-2.97,526,525
Odemis,Golcuk Mah.,2163,-2.97,2157,2150
Odemis,Guney Mah.,405,-2.97,404,403
Odemis,Gunluce Mah.,1106,-2.97,1103,1099
Odemis,Hacihasan Mah.,218,-2.97,217,217
Odemis,Hamam Mah.,562,-2.97,560,559
Odemis,Horzum Mah.,522,-2.97,520,519
Odemis,Hurriyet Mah.,6271,-2.97,6252,6234
Odemis,Isik Mah.,93,-2.97,93,92
Odemis,Karadogan Mah.,548,-2.97,546,545
Odemis,Karakova Mah.,125,-2.97,125,124
Odemis,Kayakoy Mah.,1057,-2.97,1054,1051
Odemis,Kaymakci Mah.,5634,-2.97,5617,5601
Odemis,Kazanli Mah.,413,-2.97,412,411
Odemis,Kemenler Mah.,423,-2.97,422,420
Odemis,Kemer Mah.,238,-2.97,237,237
Odemis,Kerpiclik Mah.,195,-2.97,194,194
Odemis,Konakli Mah.,1469,-2.97,1465,1460
Odemis,Kurucuova Mah.,818,-2.97,816,813
Odemis,Kutlubeyler Mah.,145,-2.97,145,144
Odemis,Kuvvetli Mah.,1874,-2.97,1868,1863
Odemis,Kofundere Mah.,231,-2.97,230,230
Odemis,Koseler Mah.,499,-2.97,498,496
Odemis,Kure Mah.,429,-2.97,428,426
Odemis,Kucukavulcuk Mah.,444,-2.97,443,441
Odemis,Kucukoren Mah.,367,-2.97,366,365
Odemis,Kizilca Mah.,119,-2.97,119,118
Odemis,Kizilcaavlu Mah.,463,-2.97,462,460
Odemis,Kisla Mah.,127,-2.97,127,126
Odemis,Mescitli Mah.,590,-2.97,588,587
Odemis,Mesrutiyet Mah.,929,-2.97,926,923
Odemis,Mimar Sinan Mah.,2450,-2.97,2443,2435
Odemis,Mursalli Mah.,257,-2.97,256,255
Odemis,Ocakli Mah.,385,-2.97,384,383
Odemis,Orhangazi Mah.,320,-2.97,319,318
Odemis,Ortakoy Mah.,127,-2.97,127,126
Odemis,Ovacik Mah.,181,-2.97,180,180
Odemis,Ovakent Mah.,2049,-2.97,2043,2037
Odemis,Oguzlar Mah.,116,-2.97,116,115
Odemis,Pirincci Mah.,421,-2.97,420,419
Odemis,Sekikoy Mah.,395,-2.97,394,393
Odemis,Seyrekli Mah.,507,-2.97,505,504
Odemis,Sucikti Mah.,96,-2.97,96,95
Odemis,Suleyman Demirel Mah.,10347,-2.97,10316,10286
Odemis,Suleymanlar Mah.,58,-2.97,58,58
Odemis,Tekke Mah.,335,-2.97,334,333
Odemis,Tosunlar Mah.,173,-2.97,172,172
Odemis,Turkmen Mah.,4649,-2.97,4635,4621
Odemis,Turkonu Mah.,304,-2.97,303,302
Odemis,Umurbey Mah.,2621,-2.97,2613,2605
Odemis,Uzundere Mah.,188,-2.97,187,187
Odemis,Veliler Mah.,154,-2.97,154,153
Odemis,Yenicekoy Mah.,757,-2.97,755,753
Odemis,Yenikoy Mah.,753,-2.97,751,749
Odemis,Yesilkoy Mah.,187,-2.97,186,186
Odemis,Yolustu Mah.,1165,-2.97,1162,1158
Odemis,Yusufdere Mah.,338,-2.97,337,336
Odemis,Yilanli Mah.,117,-2.97,117,116
Odemis,Zafer Mah.,11779,-2.97,11744,11709
Odemis,Camlica Mah.,341,-2.97,340,339
Odemis,Camyayla Mah.,346,-2.97,345,344
Odemis,Cayli Mah.,1327,-2.97,1323,1319
Odemis,Cayir Mah.,603,-2.97,601,599
Odemis,Caglayan Mah.,109,-2.97,109,108
Odemis,Cobanlar Mah.,235,-2.97,234,234
Odemis,Uzumlu Mah.,228,-2.97,227,227
Odemis,Uc Eylul Mah.,4380,-2.97,4367,4354
Odemis,Uckonak Mah.,520,-2.97,518,517
Odemis,Ilkkursun Mah.,146,-2.97,146,145
Odemis,Inonu Mah.,9426,-2.97,9398,9370
Odemis,Sirinkoy Mah.,135,-2.97,135,134
